MESS_DATUM,  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,  Bedeckungsgrad,Dampfdruck,  Luftdruck,Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m,Temp_min_5cm
20130327,10.7,4.4,0,0,4,3.8,969.8,-0.7,67,3.6,-4.6,-5.4
20130328,7.4,3,0,0,5.9,4.3,968.7,1.6,63,6.4,-3.4,-4.8
20130329,6.9,2.3,0,0,5.6,4.6,969.1,0.1,76,4.3,-2.6,-5.5
20130330,9,4.6,0,0,6.5,4.6,966.7,1.3,69,6.6,-2.4,-3.8
20130331,8.6,3.8,7,0,5.8,4,971.3,0.2,66,4.6,-3.2,-5.4
20130401,11.7,5.7,0,0,2.3,3.9,969.3,1.1,62,7.3,-4.1,-5.3
20130402,13.3,6,0,0,1.5,3.9,969.3,2,57,7.5,-3.3,-4.3
20130403,12.2,6.2,0,0,7.2,4.7,972.5,2.4,65,6.4,-0.3,-0.6
20130404,12.6,6.2,0,0,4.8,4.8,969,4,60,10.8,-1.6,-2.8
20130405,12.8,5.6,0,0,6.5,5,969.6,1.7,73,4.7,-1.5,-2.2
20130406,8.6,3.9,6,0,7.8,5.4,978.4,2.5,74,4.6,1.1,1.1
20130407,9.8,3.7,0,0,3.3,4.9,980.2,3.8,64,9.7,-0.4,-2.7
20130408,8.9,3.6,6,0,7.4,6.1,968,4.1,74,9.3,-0.5,-2.5
20130409,19.7,3.7,8,0,7.8,8.3,964.5,5.4,92,9.6,3.1,2.3
20130410,16.9,5.9,6,0,7.8,9,969.5,7.6,87,11.1,5.9,5.6
20130411,13.7,5.7,6,0,8,12.1,965.2,10.5,95,13.3,8.2,7.1
20130412,24.4,6.9,8,0,6.9,9.6,968.6,9.1,83,13.7,6.1,5.6
20130413,12,4.8,6,0,6.9,8.5,981.3,9.8,72,14,5.9,4
20130414,9,2.9,0,0,5.9,9.8,984.9,16.1,55,22.8,10.5,8.5
20130415,9.5,3.1,0,0,4.4,10.6,982.5,16.9,55,22.7,12.7,7.8
20130416,10.3,3.7,0,0,6.9,11.5,983.3,15.8,66,20.1,11.5,9
20130417,6.8,2.2,0,0,6.9,10.5,983.5,17.2,55,23.7,11.9,8.6
20130418,13.5,5.5,0,0,6.3,9.9,981,15.1,57,17.3,10.4,8.4
20130419,9,3.4,6,0,7,6.9,985.7,9.6,58,12.2,7.2,5.8
20130420,13.8,6.2,6,0,7.6,7.1,986.2,8.4,65,10.2,6.4,5.6
20130421,8.6,3,6,0,7.9,7.6,980.8,8.8,66,11.2,7.3,7.2
20130422,6.2,2.2,0,0,5.8,7.8,979.7,10.3,64,15.8,5.5,1.7
20130423,10,2.8,0,0,4,7.9,984.4,10.5,64,17.6,3.6,0.2
20130424,8.9,2.1,0,0,2,9.8,988.1,13.6,65,20.7,5.7,2.1
20130425,6.8,1.6,6,0,0.5,10,985.3,16.6,56,23.8,7.7,4.1
20130426,10.1,2.9,6,0,6.4,12.3,973.9,12.1,87,15,7.7,6.1
20130427,10.6,3.8,6,0,8,8.2,970.4,5.4,91,7.7,4.2,3.9
20130428,7,2.4,6,0,7.8,8.5,977,6.5,88,9.2,4.4,4
20130429,8.1,2.3,6,0,6.8,8.5,980.4,9.1,76,13.9,6.1,5.4
20130430,11,4.6,6,0,8,9.5,982.1,7.7,90,8.9,6.4,6.1
20130501,10.2,4.1,6,0,7.2,10.9,981.5,10.4,87,14.1,7.1,6
20130502,9.4,2.8,6,0,6.3,11.5,980.1,13.4,77,19.2,7.7,5
20130503,8.2,3.2,6,0,7.5,11.9,977.8,12.6,82,17.2,9.6,8.9
20130504,10.2,2.8,6,0,4.6,11.2,980.6,13.2,76,19.4,7.5,4.8
20130505,6.7,2,0,0,0.6,10,984.1,13.3,69,21,4.4,1.4
20130506,8.7,3.4,6,0,4.7,11.1,980.1,15.9,63,21.5,9.8,7.6
20130507,7.6,2.9,6,0,7,13,977.6,13.8,83,19.3,11.1,9.7
20130508,8.7,3.1,6,0,5.7,12.7,976.1,15,77,20.8,9.8,7.6
20130509,9.3,4.1,6,0,7.3,13.8,976.9,14.6,83,17.5,11.3,10.6
20130510,11.4,4.1,6,0,6.8,10.2,979.2,11.3,77,15.3,9.5,8.5
20130511,13.2,4.4,6,0,6.5,10.2,978.7,11.2,78,15.3,8.8,7.5
20130512,17.5,5.5,8,0,6.5,9.1,979.3,8.9,80,12.1,4.9,4.8
20130513,12,5.3,6,0,7.5,10.8,979.5,9.6,90,13.1,6.9,6.6
20130514,10.9,4.5,6,0,5.8,10.4,972.6,11.3,79,15.6,7.9,6.5
20130515,14.4,3.6,6,0,6.9,11.9,965.1,11.8,86,16.2,7.3,6.2
20130516,6.6,2.1,6,0,7.5,12.5,961.1,11.2,93,13.8,8.4,6.7
20130517,6.7,3.1,6,0,7.9,11.2,964.6,9.5,95,11.5,8.6,8.1
20130518,9.7,2.7,6,0,5.3,10.4,969.9,13.1,72,19.8,6.6,4.6
20130519,7.7,3.7,6,0,7.5,11.3,971.2,9.8,94,12.1,8.5,8.2
20130520,13.3,5.6,6,0,8,11,973.1,8.8,97,10.9,8.5,8.4
20130521,8.6,3.4,6,0,7.6,11.8,973.1,10.1,95,13.5,8.1,8.2
20130522,10.3,4,6,0,7.7,9.7,975.1,8.4,88,12,4.9,3.3
20130523,13.4,2.7,6,0,6.6,8.2,971.7,5,94,7.5,2.1,0.8
20130524,9.2,2.1,6,0,6,7.2,973.7,5.4,82,10.8,0.8,-0.4
20130525,10.3,2.7,6,0,7,7.6,975.6,8.1,72,13.1,2.4,1.2
20130526,11.8,5.4,6,0,8,9.2,976,7,92,8.3,5.7,5.6
20130527,9.3,3.5,0,0,4.8,8.6,973.5,12,65,18.8,6.8,4.1
20130528,10.4,3.4,6,0,4.4,10.8,966.7,12.2,77,20.9,5.8,2.7
20130529,10.7,3.4,6,0,7.6,10.5,966.3,9,92,11.3,6.5,5
20130530,7.3,2.2,6,0,6.8,9.6,970,10.1,80,15.8,5.8,4.4
20130531,10.1,4,6,0,7.9,12.7,970,11.2,95,14.1,7.9,7.9
20130601,10.7,4.3,0,0,6.8,12.5,976.73,13.1,82.79,17.5,9.6,7.2
20130602,11,3.8,0,0,3.6,8.7,984.13,12.9,60.42,17.8,7.4,5.8
20130603,9.7,3.9,0,0,6.2,8,986.72,11.8,58.25,16.8,7.5,5.9
20130604,8.6,3.9,0,0,2.2,8.6,982.6,14.4,54.75,19.7,9.4,8.5
20130605,8.4,3.4,0,0,1.3,11.8,979.7,16.9,63.46,23.6,8.3,5.7
20130606,8.2,3.7,0,0,0.8,11.4,981.17,18.5,56.75,24.5,12,10.2
20130607,8.2,3.3,0,0,1.3,12.8,981.28,19.1,59.71,25.9,12.5,10.5
20130608,7.5,3.2,6,0,3.4,14.6,976.98,19.9,64.58,25.4,12.9,10.4
20130609,10.9,3.3,6,0,5.5,14.5,972.65,16,81.08,21.3,10.4,8.3
20130610,5.3,2,6,0,7.2,14.3,974.56,12.9,95.71,14.3,10.3,8.6
20130611,8.7,2,6,0,5.7,13.3,979.97,15.7,76.54,21.2,11,10.5
20130612,8.4,2.8,6,0,6.9,15.8,982.05,17.8,78.04,21.9,13.2,11.6
20130613,18.4,4.6,6,0,6.4,15.9,980.17,18,79,26.7,9.9,9
20130614,7.3,2.6,0,0,6.4,11.6,982.48,13.8,75.5,18.4,9.9,9.2
20130615,14.6,4.4,0,0,6.5,12.9,978.16,15.6,73.54,21,10.2,8.4
20130616,8,2.4,6,0,5,12,978.89,17.3,62.54,24.5,8.9,6.2
20130617,9.4,3.2,0,0,3,16.5,975.53,23.4,59.83,32,14.4,12.8
20130618,9.2,2.4,0,0,2.6,18.6,977.38,25.8,58.58,32.7,17.6,16.1
20130619,8.4,2.7,6,0,5.5,21.9,974.23,26.5,64.75,32.4,20.4,18.9
20130620,17.8,3.8,6,0,6,18.8,976.04,19.7,82.58,25.2,14.4,14.4
20130621,12.1,5.5,6,0,6.5,14.7,978.54,15.9,81.83,19.6,12.6,11.2
20130622,11.3,4.6,6,0,5.9,14.5,979.45,16.1,80.04,21.4,12.2,11
20130623,13.8,6.4,6,0,6,12.4,978.59,14.3,76.58,18.1,12,10.2
20130624,10.2,4.1,6,0,7.3,12,983.53,12.6,82.46,15.7,9.6,8.8
20130625,6.5,2.1,6,0,7.2,12.3,987.99,11.5,90.46,14.7,9.5,8.6
20130626,6.7,2.3,6,0,5.4,9.8,990.16,12.4,69.54,16.6,6.7,4.9
20130627,8.5,2.4,6,0,7,11.4,985.91,11.7,83.54,16.8,8.5,7.4
20130628,8.1,2.7,6,0,6.9,11.4,983.57,13,77.08,17.4,8.1,6.6
20130629,10.6,4.3,6,0,6.8,14.3,982.13,14.8,85.58,19.7,9.4,7.2
20130630,6.4,1.7,0,0,3.4,11.7,985.83,14.1,74.96,20,7.6,5.5
20130701,7.1,1.8,0,0,4.3,13.4,981.34,16.8,72,23.8,9.1,7
20130702,8.3,2.1,6,0,5.1,15.3,977.72,19.2,71.17,25.2,11.8,9.2
20130703,11.4,4.2,6,0,7.3,17,975.03,16.5,90.75,19.3,14.7,14.6
20130704,7.7,2.8,6,0,6.2,15.6,984.43,16.5,83.67,20.5,12.5,10.8
20130705,6.4,2.1,0,0,3.2,15.1,990.24,17.4,76.92,23.1,11,8.7
20130706,9,3.9,0,0,2.2,16.1,989.89,20.3,69.08,25.6,14.3,12.7
20130707,10,4.7,0,0,0.6,15.2,990,21.3,61.38,26.1,15.9,14.8
20130708,11,4.9,0,0,0.9,14.1,989.53,21,58.17,26.1,15.1,14.1
20130709,9.6,4.2,0,0,3.7,14.8,985.22,21.3,59.42,25.9,16.4,15.7
20130710,10.9,4,0,0,1.4,15.2,981.1,21.3,61.38,27.2,15,13.3
20130711,10.8,4.3,0,0,2,12,982.02,16.5,64.92,21.6,11.6,10.8
20130712,8,3.5,0,0,1.9,12.4,983.1,17.4,64.71,23.2,11.3,10
20130713,6.7,2.9,0,0,1.7,12.8,983.45,18.3,63.08,24.5,12,10.5
20130714,6.5,2.7,0,0,2.6,13.5,984.64,19.6,61.58,25.9,12.5,10.3
20130715,5.9,1.7,0,0,3.2,14,985.12,19.5,64.08,25.9,11.8,9.6
20130716,6.9,2.5,0,0,2.6,13.6,984.6,21.5,56.25,27.4,14,11.9
20130717,8.5,3.6,0,0,4.2,13.9,984.05,22.2,53.33,27.7,16.1,14.9
20130718,11.5,4.6,6,0,4.7,14.5,983.72,22.9,52.58,28.1,18.2,17.5
20130719,10.5,4.6,0,0,0.8,14.3,982.85,23,52.5,28.9,17.8,16.9
20130720,10.4,4.3,0,0,1.1,14.7,981.68,22.6,55.63,28.7,16.6,15.5
20130721,8.6,3.4,0,0,0.9,15.1,981.43,23.5,54.79,30.7,17,16.2
20130722,12,2.3,6,0,2.3,15,979.54,25,50.13,32.3,16.6,13.6
20130723,13.1,2.3,6,0,5.5,18,976.77,23,67.71,31.9,17.2,16
20130724,8.6,2.6,6,0,6,19.4,978.33,19.9,83.92,26.3,16.4,15.2
20130725,7.9,1.9,6,0,3.3,19.7,979.17,21.7,77.38,28.3,15.3,13.5
20130726,7.1,2.5,6,0,6.1,21.8,977.04,23.7,75.79,30.5,18.7,17.4
20130727,16,3.8,6,0,3.9,17.8,972.68,26.4,55.63,33,20.2,18.7
20130728,6,2.4,6,0,6.7,19.1,976.03,19.3,85.75,22.2,16.4,15.7
20130729,9.5,3.6,6,0,6.6,17.9,979.62,18.4,84.96,21.7,15.9,15.2
20130730,12.6,4.8,6,0,6.3,15.7,983.02,18.6,74.42,23.1,13.6,12
20130731,11.2,4.4,0,0,3.8,17.1,982.68,19.8,74.63,25,16.1,14
20130801,7.2,3,0,0,0.3,16.5,979.2,23.3,61.75,31.4,15.2,13.5
20130802,13,3.8,6,0,0.8,15.7,977.06,26.9,46.17,34.4,19.8,16
20130803,18.2,3.9,6,0,5.1,16.8,981.91,22.1,64.04,26.4,16.7,14.8
20130804,7.3,1.7,0,0,4,14.7,983.91,21,61.42,26.8,15.1,14
20130805,8.2,2.9,0,0,3,16.2,979.1,24,56.04,31.4,14.8,12.6
20130806,14.9,2.5,6,0,5.2,17.8,978.53,20.2,76.71,25.8,15.4,14.6
20130807,13.2,4.7,6,0,6.8,17.7,974.22,19.5,79.5,25.1,15.7,15
20130808,6.1,2.2,0,0,7,16.6,979.79,18,81,21.1,15.4,14.6
20130809,8.2,2.1,6,0,5.4,14.2,983.81,17.6,72.54,23.1,11.8,9.8
20130810,11.3,3.2,0,0,2.2,14,983.6,16.6,76,22.5,11.8,9.8
20130811,7.6,2.4,0,0,5.1,12.8,982.54,16.3,70.25,22,11.2,9.3
20130812,15.1,2.2,6,0,4.5,13.8,979.48,16.4,76.08,24.3,9.8,7.6
20130813,8.5,2.7,0,0,5.4,12.9,982.62,14.7,79.04,20.1,9.6,7
20130814,5.3,1.5,0,0,2.8,10.8,985.8,14.2,69.88,21.5,8.6,6.7
20130815,6.1,1.8,0,0,3.6,10.6,984.98,16.7,60.33,24.1,8.2,5.6
20130816,9.6,2.5,0,0,1.1,12.1,980.91,19.8,55.38,27.7,11.2,8.6
20130817,10.6,2.5,6,0,4.2,14.3,979.15,20.2,62.88,27.2,13.5,10.9
20130818,10,3.1,6,0,7,16.6,978.4,19.1,75.42,22.2,15.6,13.8
20130819,12,4,6,0,4.8,14.6,980.89,17.4,74.42,22.2,10.9,7.6
20130820,6.4,2.1,0,0,2,10.7,989.71,15.7,63.79,22,9.4,6.9
20130821,8.8,3.6,0,0,1.8,11,986.72,17.1,59.21,24.5,10.5,8.6
20130822,9.2,3.2,0,0,5.6,11.9,981.95,18.3,59.42,24.9,11.8,9.4
20130823,9,3.5,6,0,4.1,12.9,978.6,20.1,56.88,26.3,14.6,13.2
20130824,6.4,2.5,6,0,6.2,15.8,975.25,16.3,84.92,19.6,12.9,11.6
20130825,8,2.8,6,0,7.3,15.5,974.84,15.3,89.54,19.9,12.5,11.3
20130826,8.5,3.7,6,0,7.3,15.8,975.64,14.5,95.58,16.1,13.8,13.2
20130827,7.5,2.9,0,0,6.9,15.2,976.97,15.6,86.46,18.8,12.9,11.7
20130828,6.1,1.6,0,0,3,13.2,980.96,15.9,76.33,22.4,10.1,8.5
20130829,4.4,1.3,0,0,3,12.6,984.12,16.6,70.42,23.8,10.1,7.6
20130830,8.4,1.8,0,0,3,13.1,983.29,17.3,69.96,24.6,10.4,7.7
20130831,7.8,2.2,6,0,5.7,14.7,984.73,15.7,83.33,20.3,10.8,8.9
20130901,7.5,2.7,0,0,6.6,10.7,988.94,13.6,70.04,17.7,9.2,7.3
20130902,10.4,3.4,0,0,2.7,11.4,988.92,14.8,71.04,21.9,8.4,6.7
20130903,5.8,1.6,0,0,0.5,14.6,989.08,17.9,73.79,25.6,10,7.9
20130904,6.8,3.1,0,0,0.1,15.6,984.73,20,69.71,27.7,13.5,12
20130905,6.4,2.5,0,0,0,16.7,977.93,21.7,66.46,29.2,14.5,12.1
20130906,10.5,2.7,6,0,2.9,16.3,974.31,21,67.83,27.7,15.2,12.8
20130907,7,2.1,6,0,7,17.1,979.69,17.2,87.46,21.7,14.1,13.2
20130908,9.7,2.9,6,0,7.7,15.9,980.85,14.5,96.04,16.1,12.9,12.6
20130909,11.6,4.3,6,0,6.8,12.4,981.08,13.6,81.08,17.4,10.7,10
20130910,13.6,5.4,6,0,6,11.3,978.45,11.6,83.25,16,9.1,7.4
20130911,11.7,4.7,6,0,7.3,12.5,977.52,11.3,93,15.2,9.4,8.4
20130912,8.8,3.9,6,0,7.7,13.2,980.15,11.9,94.75,15,10.9,10.2
20130913,6.3,2.3,6,0,7,13.2,983.6,12.5,91.38,17,8.1,6.8
20130914,10.9,4,6,0,8,16,977.75,14.4,97.67,16.3,13.2,13.1
20130915,10.3,3.6,6,0,7.8,14,974,13.3,91.46,15,11.5,10.6
20130916,12.7,5.2,6,0,6.7,11.8,967.96,10.3,93,12.7,6.3,4.4
20130917,12.9,5.6,6,0,7.3,10.3,968.48,9.1,88.88,12.5,6.2,4.5
20130918,16.2,6.9,6,0,7.2,13.6,964.53,12.8,91.71,15,6.8,4.9
20130919,8.7,3.4,6,0,5.8,10.6,976.36,10.3,85.29,13.8,5.7,3.2
20130920,9.6,4,6,0,6.7,13.1,980.24,12.4,91.25,17.1,8,4.6
20130921,5.3,1.2,0,0,5,11.4,988.36,11.2,86.88,17.4,6,4.3
20130922,4.9,1.5,0,0,4.3,13.1,990.07,13.4,86.17,20.6,6.9,5.1
20130923,5.8,2.2,0,0,2.7,13.5,986.91,14.9,81.42,20.2,9.7,7.7
20130924,6,2.2,0,0,1,13.3,979.1,13.7,85.38,21.4,8.5,6.4
20130925,7.6,2.4,6,0,6.3,14.8,974.9,14.7,88.75,20.9,9.7,8.3
20130926,7.1,2.3,6,0,6.9,15.3,977.12,15.6,86.58,21,11.6,10.2
20130927,7.3,3.6,0,0,4,12.5,977.98,13.2,82.92,18.6,9.4,8.3
20130928,9.6,4.7,6,0,6,12.4,973.3,12.4,85.25,18.2,7.3,6.8
20130929,11,5.5,6,0,7.1,10.8,969.94,12.1,76.71,14.2,9.9,9.3
20130930,9.1,4.1,0,0,2.2,9.5,970.61,9.8,78.42,15.4,6,4.2
20131001,8.7,4,0,0,3.5,10.2,973.8,10.8,80,17.3,6.4,5.2
20131002,11.5,5.6,0,0,3.8,9.1,978.74,10.1,74.75,15.8,5,3.9
20131003,10.4,5.3,6,0,5.3,9,980.17,10.4,70.46,15.8,5.2,4.8
20131004,6.2,2.7,6,0,7,14.2,980.14,14.6,84.13,20.9,9.2,8.3
20131005,7.8,2.2,6,0,8,15.2,979.72,13.3,98.92,14.7,11.9,12.1
20131006,5.2,2.3,6,0,7.7,13.5,986.6,13,89.92,14.8,11.7,11.5
20131007,6.4,2.8,6,0,7.2,13.3,987.68,13.1,88.13,16.7,11.3,11.3
20131008,6,2.4,0,0,7,12.6,986.95,13.7,80.92,17.1,11.7,11.6
20131009,11.7,3.3,6,0,7.3,13.1,981.73,12.8,88.79,16.6,10,9.9
20131010,13.9,4.1,6,0,6.6,9.6,972.37,7.7,90.58,10.5,5.2,4.2
20131011,6.1,2.2,6,0,6.3,8.6,975.65,6,92.13,8.8,4,3.3
20131012,9,2.5,0,0,6.5,8.1,979.15,5,92.71,7.5,2.4,0.6
20131013,9.3,3.6,6,0,5.8,8.4,980.36,6.5,87.5,12,3.6,2.3
20131014,11.4,3.7,6,0,7,11.5,977.97,10.5,90.33,13,6.1,3.6
20131015,9,4.4,6,0,6.3,11,973.23,10.1,88.79,12.4,7.3,4.9
20131016,10,3.1,6,0,7.4,10.8,976.73,9.1,92.75,11.3,7.4,5.9
20131017,12.7,5.4,6,0,7.3,12.5,979.86,11.4,92.13,13.1,9.8,8.2
20131018,7.7,2.7,0,0,6.2,12.3,980.33,11.6,90.54,15.5,8.6,7.3
20131019,11.1,3.9,6,0,4.9,14.3,976.36,14.1,87.54,20.6,7,4.8
20131020,10.4,4.5,6,0,7.2,15.4,978.06,14.6,93.04,15.8,13.1,12.1
20131021,9,3.4,6,0,7.2,14.9,978.87,14.6,89.42,17.6,12.1,11.8
20131022,13.4,4.6,6,0,6.4,14.6,972.32,18.8,68.42,22.9,15,13.1
20131023,12.3,4.8,6,0,6.7,15.3,973.02,14.6,92.08,17.4,12.2,10.1
20131024,6.6,2.9,6,0,4.7,13.1,980.22,12.7,89.71,16.8,10,8.5
20131025,10.6,3.5,6,0,7.1,13.6,977.39,15.3,78.46,18.7,9.9,8.8
20131026,11.1,4.7,6,0,6.5,16,977.55,17.6,79.67,21.4,14.7,13.9
20131027,18.4,7.7,6,0,7.1,13.6,974.2,13.3,88.54,15,11.6,10.7
20131028,17.6,8.1,6,0,7.3,12.4,969.82,13.6,80.04,16.2,11.1,9.4
20131029,13,5.6,6,0,3.6,9.2,978.04,10,75.17,13,5.8,3
20131030,5.4,1.8,0,0,2.3,8.1,986.52,5.6,89.33,10.7,1.9,-1.1
20131031,5.8,1.5,0,0,1.9,7.4,986.63,5.4,84.29,12.8,-0.8,-3
20131101,7.6,2,6,0,7.5,8.9,980.06,7.1,87.79,9.5,3.9,1.9
20131102,16.8,7.1,6,0,7.9,13.1,969.06,11.7,95.04,13.4,9,8.5
20131103,17.3,7,6,0,6,9.1,969.88,8,84.29,11.8,5.8,4.4
20131104,19.8,8.3,6,0,7,9.8,958,8.1,90.08,10.3,3.8,1.7
20131105,14.3,5,6,0,5.8,8,962.65,4.6,93.83,8.2,0.8,-1.4
20131106,15.7,7.2,6,0,7.9,11.6,968.49,10,94,12.7,7.3,5.8
20131107,14.6,7.2,6,0,7.7,13.6,973.76,12.5,93.29,13.7,11.9,11.2
20131108,13.4,4.2,6,0,8,12.7,971.69,11.4,93.67,13.5,10,8.8
20131109,16,6.5,6,0,6.3,8.6,974.23,8.1,80.25,10.1,6.6,5.6
20131110,11.7,4.3,6,0,6.2,8.1,972.58,4.8,93.83,7.1,0.1,-2
20131111,3.7,1.3,6,0,6.1,6.6,990.89,1.1,98.96,4.1,-1.6,-3.1
20131112,4.7,1.9,6,0,4,6.7,988.35,2.2,92.96,7.2,-1.8,-3.8
20131113,7.4,2.2,0,0,5.3,8,991.09,4.8,92.42,8.8,1.3,-1.1
20131114,7.9,2.2,6,0,6.8,6.9,983.52,3.4,89.54,6.2,0.3,-1.9
20131115,13.6,4.5,0,0,6.1,6.7,985.94,4.3,81.29,6.5,3.1,2.3
20131116,8.2,4.1,0,0,8,6.8,990.2,3.8,84.08,5.3,3.3,3.2
20131117,6.5,2.8,6,0,8,7.5,983.94,4.1,91.17,4.8,3.4,3.4
20131118,4.9,1.9,6,0,8,7.7,974.02,4.4,92,5.3,4,3.7
20131119,5.4,2.1,6,0,7.9,8,968.67,4.7,94.54,6.3,3.9,3.8
20131120,10.5,3.3,8,0,7.2,6.8,967.39,3.4,87.13,5.8,0.4,0
20131121,10.9,3.5,8,1,7.9,6.4,961.45,1.2,96,2.8,-0.6,-0.6
20131122,10.7,5,8,0,8,6.7,967.95,2.5,91.54,3.2,1.6,1.3
20131123,11.6,4.8,6,0,7.3,7.2,975.97,4.6,84.58,6.4,3,2.8
20131124,10.8,4.5,6,0,6.7,6.8,982.3,5,76.92,7.1,0.8,-1.7
20131125,7.7,2.4,8,0,4,4.9,990.41,0.6,76.46,3.9,-4.5,-7.1
20131126,7.4,2.2,0,0,1.3,4.6,994.21,-0.8,80.63,4.1,-5.1,-7.8
20131127,5.4,1.8,6,0,3.8,4.6,994.42,-2.5,89.71,0.7,-5.6,-8.4
20131128,3.2,1.2,6,0,7.9,5.8,993.6,-0.2,95.96,1,-2.5,-3.7
20131129,13.2,3.3,6,0,7.9,7.2,986.14,2.7,97.46,5.2,0.5,-0.5
20131130,5.6,1.9,6,0,5.8,6.9,982.38,2.6,93.33,5.9,-0.3,-2.9
20131201,6.9,2.3,0,0,6.7,6.8,990.45,3.5,87.08,6.4,0,-2.4
20131202,14.1,5.2,0,0,3.9,6.6,991.41,4.3,80.29,6.8,0.5,-1.4
20131203,5.7,2.1,0,0,5.5,5.5,990.28,-0.8,95.21,0.5,-3,-5.7
20131204,7.3,2.7,6,0,8,6.2,989.75,0.4,97.79,2,-1.5,-1.3
20131205,17.7,5.8,8,0,8,7.2,986.08,3.1,93.83,4.7,1.9,1.9
20131206,13.8,6.6,8,0,5.5,5.4,985.16,2.1,76.33,3.7,-0.4,-2.3
20131207,7.3,3.6,8,0,6.6,6.6,989.59,1.5,95.58,3.6,-1.9,-4.8
20131208,8.4,3.5,6,0,7.8,7.9,990.07,4.1,96.5,5.4,3.4,3.1
20131209,5.2,1.8,0,0,4.7,6.7,993.24,2.8,89.29,7.4,-0.3,-2.7
20131210,5.3,2.1,0,0,2,6.6,995.58,2.5,90.96,8.1,-0.9,-4.1
20131211,5.9,2.9,6,0,7.7,7.1,995.09,2.2,98.88,3.4,-0.3,-2.6
20131212,4.7,2,6,0,7.9,6.9,991.83,1.7,99.08,2.7,-1,-0.7
20131213,5,1.6,6,0,8,5.8,987.68,-0.7,99.38,0.9,-2.1,-1.6
20131214,6.8,2.8,6,0,7.6,6.6,990.9,1.2,99.33,3.7,-1.4,-1.1
20131215,7.9,2.8,0,0,4,6.4,992.75,3,85.33,6.7,-0.2,-1.9
20131216,10.8,5,0,0,3.3,5.9,990.38,6,64,10.9,2.6,0
20131217,9.3,3.6,0,0,2.7,6.4,987.78,5.9,69.88,10.1,2,-2
20131218,9.8,3.5,6,0,7.3,7.2,982.51,6.7,73.38,8.4,5,3
20131219,15.2,5,6,0,7.6,9,972.53,7,89.5,9.2,3.1,0.8
20131220,7.8,2.6,6,0,5.8,7.4,986.97,3.3,95.25,5.5,0.4,-1.6
20131221,8.2,3.7,6,0,7.1,6.4,991.05,1.2,95.92,5,-0.4,-2.5
20131222,17.8,7.1,6,0,7.7,9.1,982.91,7.3,89.5,8.6,5,4.6
20131223,14.8,6.1,6,0,6.2,9,978.68,8,84.04,9.9,6,5.4
20131224,20.3,8.8,6,0,7,8.3,962.34,10.9,64.17,13.3,7.8,5.7
20131225,18.9,4.6,6,0,7.7,8.8,955.77,6.6,91.13,12.3,2.5,1.2
20131226,9.3,3,6,0,7.9,7.8,960.64,4,97.04,4.8,3,2.3
20131227,14.5,6.1,6,0,6.6,7.2,967.61,5.5,79.75,9.9,1.6,0.3
20131228,16,6.7,6,0,7.6,8.4,965.78,7.6,81.67,10.2,3.3,2.5
20131229,11.3,5,6,0,7.1,7.3,980.4,3.7,92.21,5.3,0.6,-2.3
20131230,6.7,2.5,0,0,6.4,6.4,987.08,2.5,88.42,6.2,0.4,-1.6
20131231,6.6,2.5,6,0,5.8,5.6,979.12,3,74.83,6.7,-0.8,-2.3
20140101,10.4,4.8,6,0,7.4,7.9,973.16,6.4,82.63,9,4.1,3.4
20140102,14.9,5.9,6,0,6.2,8.9,967.94,7.2,87.88,9,4.9,2.2
20140103,17.3,6.2,6,0,5.4,9.4,972.13,8.1,87,10.8,5.4,3.4
20140104,9.4,3.5,6,0,6.8,8.9,967.8,6.5,91.92,7.6,4.6,2.9
20140105,10.2,4.4,6,0,6.3,7.6,971.2,4.7,89.08,6.3,2.5,0
20140106,11.7,4.4,6,0,7,7.9,973.7,7.4,76.67,10.5,2.5,0.4
20140107,9.2,4.6,6,0,5.1,9.3,978.35,9.1,80.46,11.9,7.2,4.9
20140108,9.5,4.1,6,0,6.7,10.5,981.86,9.8,86.96,12.6,6.3,4.1
20140109,17.4,6.4,6,0,7.3,9.2,975.6,8.8,81.29,11.3,5.6,4.1
20140110,8.7,3.6,6,0,4.7,7.4,980.54,4.5,87.33,8.4,0,-3.1
20140111,7.8,2.2,6,0,6,7.2,981.13,2.6,96.96,5.7,-1,-3.3
20140112,6.5,2.5,6,0,3.4,6,984.4,0.3,95.17,4.9,-2.8,-4.7
20140113,8.3,3.4,6,0,7.9,8.6,975.78,4.8,98.88,6.4,0.9,0.9
20140114,9.7,3.3,6,0,7.4,7.9,969.88,4.6,92.29,5.8,2.5,1.6
20140115,10.4,4,6,0,7.7,6.7,972.74,2.4,93.08,4,0.2,0
20140116,11.4,4,6,0,7.5,7.8,966.08,6.1,83.42,7.9,3.8,2
20140117,10.3,4,6,0,4.2,7.4,965.5,6.3,78.33,10.4,1.3,-2
20140118,9.1,3.4,6,0,5.7,6.7,963.88,3.9,83.25,8.6,1,-2.1
20140119,7.9,3.2,0,0,7.3,7,961.9,2.7,93.42,5.2,1.7,1.3
20140120,6.2,2.1,6,0,8,7.7,965.76,3.3,98.58,4.4,2.1,2.2
20140121,8.2,3.6,6,0,8,7.4,973.62,3.3,95.92,4.2,1.8,1.8
20140122,4.7,1.5,0,0,7.4,6.7,974.87,2.5,92.08,5.4,0.4,0.7
