MESS_DATUM,  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,  Bedeckungsgrad,Dampfdruck,  Luftdruck,Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m,Temp_min_5cm
19641218,7.7,2.5,0,0,5,6.4,977.6,3,84,5.4,0.5,-2.3
19641219,16.1,6.4,0,0,7.3,5.7,974.6,1.6,82,2.4,0.7,0.4
19641220,15.9,6.8,7,0,7.7,4.3,976.2,-0.5,73,0.8,-1.1,-0.9
19641221,9.8,5.2,7,0,8,4.5,975.6,-2.1,86,-1,-3,-2.8
19641222,11.3,6,0,0,2.3,5.1,982.3,-0.6,85,1.8,-2.6,-3.3
19641223,8.6,3.8,0,0,5,4.4,983.2,-3.6,93,-1.2,-4.5,-5.3
19641224,3.9,0.9,0,0,8,4.8,977.8,-3,98,-2.3,-5.6,-8.2
19641225,4,1.6,7,0,8,4.8,968.2,-3,96,-1.7,-4.4,-3.6
19641226,4,0.6,7,4,3,4,972.8,-5,93,-2.4,-6.8,-8.6
19641227,9.8,3.9,7,4,3,3.2,961.8,-6.6,84,-5,-9.1,-16.1
19641228,12,5.6,7,3,8,3.6,957.9,-5.6,90,-5.3,-8.7,-9.5
19641229,6,1.9,7,5,3,3.1,974.6,-8.7,91,-5.6,-10.6,-13.8
19641230,16.5,6,1,6,8,5.2,974.6,-0.3,89,2.8,-12,-15.2
19641231,18.6,8.7,1,0,8,6.9,970.8,5.4,77,6.1,2.6,1.2
19650101,16,5.5,1,0,8,7.6,965.9,3.2,96,5,2.5,2.7
19650102,5.5,1.9,8,0,6,6.1,965.2,0.8,93,2.8,-0.2,0
19650103,3.5,0.9,7,0,6,5.9,970.4,-0.2,95,1.6,-1.5,-3.8
19650104,8,2.9,7,0,3.7,4.8,984,-0.9,84,0.6,-2.5,-5.2
19650105,3.2,0.5,7,0,7.7,4.8,992.7,-1.6,90,-0.5,-4.6,-7.6
19650106,5,3.1,8,0,8,5.7,991.2,-0.2,96,0.4,-1.9,-1.7
19650107,7.3,3.4,8,1,8,6.3,985.4,0.7,99,1.2,0.1,0
19650108,8.5,6,1,1,8,7.3,974.8,3.1,97,3.7,0.2,0.3
19650109,15.5,6.2,1,0,7.7,7.3,973.6,3.8,90,5.2,2.7,2.6
19650110,18.2,7.1,1,0,8,8.8,977.6,5.7,95,6.4,3.2,2.6
19650111,5.7,2.8,0,0,5,6.7,975.9,3.2,84,6,1.8,-0.4
19650112,8,3.8,1,0,7.3,7.7,971.4,5.1,90,6.7,-0.4,-2.7
19650113,7.9,4.5,8,0,4,6.5,974.8,2.9,83,6.2,1.3,3
19650114,13.5,6.4,8,0,5.3,6.1,975.2,2.3,84,5.3,0,-1
19650115,10.4,5.7,8,0,5.3,6.3,974.6,2.2,88,4.5,-0.6,-1.7
19650116,14,6.6,8,0,8,6.3,975.4,2.2,88,3.7,0.4,-0.6
19650117,21.7,10.2,8,0,6,8.4,958.8,5.6,88,8.3,2.1,1
19650118,18.7,7.5,8,0,7.7,6,956.4,1.8,86,4,0.6,0.1
19650119,6.8,2.2,7,5,6.3,5.9,956.2,-0.4,97,1.1,-0.9,-1
19650120,14,4.1,7,2,8,4.8,948.4,-1.5,89,-0.6,-3.6,-4.4
19650121,8,4,8,1,7.3,4.8,959.6,-1.1,87,0.1,-3.7,-3.6
19650122,10,3.9,8,2,8,6.3,963.9,1.3,95,2,-1.7,-2
19650123,7,2.7,8,0,7.7,6.9,979.6,2.3,96,3.3,0.4,0.1
19650124,4,2,8,0,8,6.5,984.8,1.5,96,2.3,0.6,0.7
19650125,6.5,2.2,1,0,7.3,6.3,978.3,2.4,88,3.7,0.6,0.9
19650126,7,2.4,8,0,7.7,5.9,971.2,-0.2,95,2.5,-1.4,0.7
19650127,6,1.2,7,2,7.3,5.1,967.8,-1.4,91,0.7,-2.8,-4.3
19650128,7,3.9,8,0,7.7,5.7,965.5,-0.7,98,0.3,-3,-3.7
19650129,7,4.2,1,0,8,6.5,966.8,1.6,97,2.6,-0.8,-0.6
19650130,8.5,3,8,0,8,9.1,965.4,5.4,99,7.8,1.5,1.4
19650131,9,4.6,8,0,8,6.5,971.9,1,97,4.6,0.2,1.6
19650201,10,3.6,0,0,2.3,4.9,986.4,-0.4,84,1.6,-3,-3.8
19650202,8.8,3.1,0,0,0,3.9,997.9,-1.4,70,1.1,-3.6,-4
19650203,6,1.8,7,0,7.7,4.9,993.8,-1.5,92,0,-5.5,-8.4
19650204,3.9,1.2,8,2,4.7,5.7,990.4,0.5,89,3.8,-4.5,-9.3
19650205,12.6,4,8,0,8,6.5,982.2,1.8,93,2.9,-0.9,-1.9
19650206,8,2.3,8,0,6.3,6,988,0.7,94,2,-0.2,-0.4
19650207,5.5,2.1,0,0,7.7,6.3,984.3,2.4,87,4.2,-0.8,-1.7
19650208,14,4.3,8,0,3.3,4.3,977.4,0.5,64,3,-1.7,-1.7
19650209,9.7,3.8,7,0,3.3,3.6,984.7,-3.8,79,-1.1,-4.7,-5.4
19650210,5.2,1.8,7,0,7,4,984.8,-3.8,91,-2.5,-8.6,-11.4
19650211,4.5,0.5,0,0,8,6.3,984.7,1.7,92,4.4,-2.5,-2.5
19650212,8,2.1,8,0,8,5.7,984.3,1.6,85,3.8,0,-0.7
19650213,16.7,6.6,8,1,5.7,6.3,973.1,1.6,90,3.1,-0.2,-0.2
19650214,12.7,5.3,8,0,6,5.5,975.9,0.4,84,3.3,-1.1,-0.7
19650215,12.2,4,7,1,7.3,5.3,978.8,-0.8,94,0.5,-2.6,-5
19650216,11.7,1.9,7,5,5.3,4.1,981,-3.2,85,-0.5,-5.9,-12.4
19650217,8.6,3.4,7,4,5.3,3.6,983,-4.2,79,-1.7,-5.4,-7.4
19650218,9.3,3.3,7,3,6.7,4.1,985.4,-2.7,84,-0.7,-8.4,-11.8
19650219,8.7,3.8,7,2,4.7,3.9,984.8,-3.9,83,-1.6,-5.5,-7
19650220,11.4,5.8,7,2,7,3.9,984.6,-3.9,83,-2.4,-5.4,-6.1
19650221,10,4.9,0,2,0.7,3.3,983.9,-5.1,79,-1.5,-7,-7.9
19650222,6.9,2.8,0,2,1,3.6,981.2,-4.3,81,-0.6,-8.8,-11.5
19650223,6.7,3.4,0,1,0.3,4.1,975.8,-2.4,80,2.1,-7.2,-9.2
19650224,9.4,4.3,0,0,0,4.4,973.6,-1.8,81,2.1,-5.4,-6.8
19650225,6.4,1.2,7,0,4.7,4.7,975.8,-0.4,80,3.3,-4,-5.6
19650226,5,0.9,7,0,4.7,5.2,971.1,-1.5,93,2.1,-3.5,-5.8
19650227,10.4,3.8,7,0,7,5.3,973.5,0,87,3,-3.3,-6
19650228,3.8,0.7,7,0,7,5.3,968.8,0.2,86,2.5,-1.7,-2
19650301,11,3.8,8,0,7.7,5.7,957.2,-0.7,98,0.4,-1.5,-2.4
19650302,10.4,4,7,9,8,4.8,954,-2.8,96,-0.8,-3.5,-2.2
19650303,6.6,2.4,7,12,7.3,3.6,964.2,-5.3,87,-2.8,-6.1,-4.2
19650304,6.3,3.1,7,11,5.7,3.6,963.1,-4.3,83,-2.1,-11.6,-14
19650305,5.8,2.5,7,9,7.3,5.5,967.2,0.2,90,3.1,-4.9,-8.4
19650306,7.3,2.8,0,4,5,5.1,977.6,-0.9,87,0.7,-2.2,-2.4
19650307,6,2.5,7,4,7.3,4.4,986,-1.6,82,0.2,-4.8,-6.8
19650308,5.7,1.4,7,3,7,4.5,986,-1.4,85,1.5,-5.3,-10.3
19650309,6.3,2,7,4,3.3,4.7,986.4,-0.8,80,2.4,-2.8,-3.9
19650310,11.5,5.3,0,2,0,4.3,986.2,-0.8,75,3,-4.7,-6
19650311,7.3,2.7,0,2,0,4.7,985.4,0.9,72,7.5,-4.1,-6
19650312,7,3.7,0,0,0,5.1,981,2.8,66,9.3,-2.6,-4.8
19650313,6.9,3.2,0,0,6.7,5.7,979.5,6,64,11.1,-1,-2.9
19650314,8.7,3.4,1,0,5.7,8.5,977.9,8.1,79,10.3,5,3.7
19650315,10.4,4.6,1,0,7,10.1,977.1,8.8,89,11.1,6.8,3.6
19650316,11.3,5.2,1,0,7,8.7,975.9,8.8,76,12.2,7.4,6.8
19650317,8.6,3.7,1,0,6.3,7.9,969,8.5,73,12.6,4.6,3.7
19650318,14.9,5.7,1,0,6.3,8.8,962.3,6.1,92,8.8,4.9,3.5
19650319,9.6,2.7,1,0,7.7,8.1,972.3,5.6,89,7.8,4.5,4.4
19650320,10.9,3.4,1,0,7.7,8.3,974.3,6.7,85,10,3.7,3.8
19650321,11.1,4.6,1,0,7,10.4,968,8.2,93,11.5,5.6,5.3
19650322,7.6,2,1,0,4.3,7.5,971.9,5.4,84,9.8,2.1,-1
19650323,13.3,4.3,1,0,7,10,961,8.8,88,12,3.4,2.9
19650324,14.8,5.5,1,0,6.7,9.3,967.4,7.8,86,11.5,6.5,5.8
19650325,20,4.6,1,0,5.7,7.2,977,6,78,9.8,3,2.7
19650326,20,7.4,1,0,6.7,8.3,976,7.9,79,11.1,3.5,0.7
19650327,7.8,2.9,1,0,8,9.7,990.7,8.1,93,10.5,3.7,1.9
19650328,6.4,1.6,0,0,3,9.5,993.8,11.1,73,16.1,6.6,5.2
19650329,9.4,2.2,0,0,0,9.5,991.4,11.4,74,18,4.2,0.5
19650330,14.3,4.5,0,0,2.3,8.7,985.9,11.2,64,18.9,6.3,4
19650331,11.8,5.4,0,0,0,6.1,987.6,7.9,58,13.1,1.6,0.3
19650401,10.6,5.1,0,0,0.3,5.6,988,9.1,52,15.5,2.3,-0.4
19650402,10,3.9,0,0,0,5.3,988.3,10.5,47,17.3,1.6,-2
19650403,10.1,1.8,0,0,0,6.3,983.2,11.8,48,18.5,3,-2.8
19650404,8.5,2.6,1,0,4.3,9.5,975.8,11.4,71,16.9,6.2,2.9
19650405,5.9,1.7,0,0,5.3,10.1,972.7,13.6,69,18.4,7.2,5.4
19650406,15.2,2.7,1,0,6.3,9.6,974,12.2,68,17.3,8.8,6.4
19650407,9.5,1.5,1,0,7.7,8.9,973.2,9.1,77,14.3,6.6,5.1
19650408,7.1,1.3,1,0,6,8.3,969.8,8.6,74,12.2,5.9,5.7
19650409,8.3,1.4,1,0,4.3,7.1,972,7.3,71,11.2,1.9,-0.3
19650410,8.2,2.6,1,0,5.3,7.2,971.2,9.4,67,13.6,0.8,-2
19650411,11.2,3.7,1,0,7,7.9,971.8,9.2,67,12.4,7.6,7.4
19650412,13.6,3.9,1,0,7.3,8.3,972.7,7.1,82,9.4,3.3,-0.7
19650413,10.2,2.9,8,0,6,7.1,973.8,3.7,86,9.1,1.4,2.4
19650414,6,0.9,1,0,6.7,6.3,979.4,5.6,73,10,-1.4,-3
19650415,10,3.1,1,0,7.7,7.9,974,6.1,85,6.7,2.9,-1.2
19650416,12.6,3.7,1,0,5.3,9.3,973.5,6.8,89,10.6,4.9,6.3
19650417,16.7,4.3,1,0,8,9.6,969.6,7.2,97,8.8,1.5,-1.7
19650418,15.2,5.6,1,0,7.3,7.9,964.4,4.4,91,9.3,2.9,5.4
19650419,14.4,3.7,1,0,6.3,6.9,959,2,96,6,1.2,1
19650420,7.9,2.4,1,0,8,6.1,965.4,3.3,83,6.3,-2,-4.1
19650421,8.6,3.1,1,0,8,7.6,967.1,4.9,88,6.2,2.9,1.1
19650422,6.9,1.8,1,0,8,8.5,966.4,7.2,86,9.9,4.2,2.4
19650423,7.4,2.3,1,0,6.3,8.3,968.3,6.2,87,7.8,3.1,0.5
19650424,11.9,2.5,1,0,7.7,8.7,971.1,7,87,10.5,3.1,-0.5
19650425,13.9,1.9,1,0,7.3,7.9,971.4,5.6,87,9.5,3.7,1.8
19650426,14.2,2.5,1,0,8,8.3,968.7,4.4,97,9.3,1.9,-0.2
19650427,9.5,3.2,1,0,6.3,7.5,959.8,4.7,87,7.8,2.9,2.7
19650428,9.9,2.7,1,0,6.7,7.5,964.7,4.8,87,9,2,2.4
19650429,14.9,5,1,0,8,7.7,972.4,6,84,7.6,3.6,2.9
19650430,7.3,2.6,0,0,6,9.5,978,9.6,82,12.5,5,4.8
19650501,10.8,3.8,0,0,3.3,9.1,976.2,10.8,73,17.3,3.1,1.2
19650502,13.5,2.9,1,0,7.3,10.5,972.3,13.3,71,18.6,8.4,5.7
19650503,12.3,3.9,1,0,7,10.7,972.6,12.9,72,15.7,9.2,7.8
19650504,23.8,7.8,1,0,7,10.8,966.8,13,72,17.1,10.1,9.8
19650505,14.7,5.3,1,0,7.3,9.7,970.3,8.3,87,12.1,6.5,6.4
19650506,12.4,3.8,1,0,6,8.4,977.9,8.2,77,11.6,6.2,5.6
19650507,11.6,3.6,1,0,7.7,11.3,976.4,9.8,94,12.8,5.4,2.6
19650508,12.1,5.3,0,0,7.3,11.5,981.1,12.7,79,15.5,9.8,8.9
19650509,20.5,7.1,1,0,5.7,11.2,977,12.1,78,15.8,10.9,10.8
19650510,14.6,5.2,1,0,5.7,8.3,979.4,9.4,69,13,7.2,6
19650511,9.3,2.2,0,0,3.3,7.7,983.8,8.8,69,13.6,1.7,-2.3
19650512,8.2,3.1,0,0,0.7,9.1,985.2,12.5,65,17.8,2,0
19650513,9.6,1.8,0,0,2,10,983.5,15.5,58,21.1,7.8,4.3
19650514,6.6,2,0,0,2,11.9,978.4,20.5,51,25.3,10,6
19650515,11.4,2.5,1,0,4,14.7,972.7,17.8,72,25.6,13.5,8.9
19650516,9.6,2.5,0,0,5,13.1,971.8,16,73,20.4,12.1,9.2
19650517,8.3,2.1,1,0,6.3,14.7,967.5,14,91,17,10.1,7.4
19650518,7.5,3.2,1,0,8,12.5,967.4,13.1,84,15.8,10.3,9.7
19650519,9,1.7,1,0,7,8.7,971.9,7.6,79,12.7,6.2,9.6
19650520,5.8,1.6,0,0,2,6.1,982.8,8.1,58,12,2.2,-1.5
19650521,9.6,3.9,0,0,2.3,7.6,984.6,10.4,61,15.1,2.5,-0.8
19650522,14.5,4.8,0,0,2.7,8.9,976.3,13.3,59,18,5,2.9
19650523,6.2,2.5,1,0,6,11.7,972.8,14.5,71,19.2,9.1,7
19650524,10,2.2,0,0,4.3,10.9,977.2,13.7,71,18.4,8.9,5.7
19650525,10.5,2.1,1,0,5.3,10.4,981.6,13,69,16.8,8.4,5.3
19650526,8.4,1.8,1,0,6.3,9.9,981.8,12.2,71,16.5,7.1,2.9
19650527,6,1.5,1,0,7.7,11.7,972.6,10,94,12.6,7.1,6.2
19650528,8,1.6,1,0,8,11.1,969.1,9.4,94,10.6,7.6,8.1
19650529,13,3.5,1,0,5.7,11.1,970.7,12.5,76,17,8.9,8
19650530,7.2,3.2,1,0,4,9.6,969.2,12.6,66,18.4,8.3,6.9
19650531,3.5,1,1,0,8,10.8,966.8,9.3,91,11.8,8.2,7
19650601,5.6,1.7,1,0,8,10.7,973.8,9.1,92,11.7,6.9,7.2
19650602,8.6,2,1,0,3.3,10.3,976.8,12.8,71,16.9,8.3,8.6
19650603,6.6,2.1,1,0,8,12.1,976.2,11.4,89,14.9,8.9,8.3
19650604,8,1.8,1,0,7.7,12.9,973.8,13.1,85,15.6,10.2,9.8
19650605,5,1.3,1,0,8,13.9,970.3,12.4,96,13.3,9.5,8.3
19650606,10.3,1.5,1,0,5.7,13.7,969.5,13.3,90,17,11.3,11.6
19650607,8.2,1.4,1,0,5.7,13.9,968,14.4,84,20,7,4.7
19650608,8.3,2.7,1,0,7.3,11.7,969.2,11.8,85,14.5,10.1,9.6
19650609,11.9,3.8,1,0,8,11.7,971.9,10.2,95,11.7,8.8,7.7
19650610,11.5,3.1,0,0,5.7,12.8,975,16,73,20.3,9.3,10.1
19650611,7.2,1.8,0,0,4.7,11.2,980,11.8,79,16.1,8.6,4.5
19650612,3.6,0.8,1,0,3.7,12.4,980.4,16,70,20.3,7.6,4.8
19650613,10,1.5,1,0,7.3,15.1,980.3,15.2,86,20.2,12.1,9.8
19650614,6.4,1.3,0,0,4.3,15.5,980.4,16.4,83,21.5,12.2,10.9
19650615,7.8,1.4,1,0,5,15.2,976.3,19.3,69,24,12.7,9.2
19650616,19.4,4,1,0,7.3,17.2,967.9,18.3,81,23.3,15.2,12.5
19650617,22.6,6,1,0,5.3,11.7,972.3,12.2,82,17.4,10,9.7
19650618,12,4.3,1,0,6.7,15.3,977.1,16.2,87,20.7,9.9,7.5
19650619,11.3,3.3,1,0,4.3,14.8,981.2,16.7,78,21,13.8,12.4
19650620,5.3,0.7,0,0,4.7,15.6,981.5,18.7,72,23,11.3,7.8
19650621,9.4,2.2,1,0,6,19.2,975.5,19.9,82,24.5,13.3,10.6
19650622,15.5,4.8,1,0,5.7,16.3,971.8,17.6,78,21.6,16,16.9
19650623,7.9,3.3,0,0,4.7,13.3,976,17.1,71,21.7,10.3,8.6
19650624,7.6,2.2,0,0,3.7,14.5,979.6,17.5,73,22.4,11.6,8.4
19650625,6.9,1.9,0,0,1,18.7,977.9,22.4,69,27.7,13.1,9.3
19650626,9,2.8,0,0,4.3,16.7,980.8,19.4,72,22.6,18.2,17.2
19650627,7,1.6,1,0,4.7,12.3,984.2,15.6,67,19.6,13.3,12.6
19650628,8.1,3.4,0,0,1,11.9,986.4,16.6,65,21.5,9.7,7.8
19650629,9.9,4,0,0,0.3,13.2,982.8,19.6,59,24.6,11.8,10.6
19650630,12.1,3.1,1,0,5.3,18.4,975.8,19.8,76,28.7,13.9,12.7
19650701,13,1.7,1,0,7.7,15.9,975.4,14.8,92,23.3,13.6,11.6
19650702,6.4,1.5,1,0,3,11.2,977.8,16,62,19.8,10.6,9.5
19650703,6.2,1.7,1,0,5.3,10.4,975.4,11.7,75,16,10.3,10.4
19650704,6.6,1.7,0,0,5.7,9.2,972.3,12,67,16,6.4,4.8
19650705,10.2,2.7,1,0,5.3,9.3,977.8,12.1,68,15.2,7.1,5.1
19650706,9.8,3.1,0,0,6.7,11.5,978.4,13.6,73,17.5,9.5,7.6
19650707,11.2,2.1,1,0,6,13.5,972,15.3,79,21.4,8.8,5.6
19650708,18,4.4,1,0,7,11.9,969.8,11,87,16.6,9.3,11
19650709,13.6,2.5,1,0,6.3,10.7,977.1,11,82,16.5,7.6,7.8
19650710,11.5,3.3,1,0,6,11.9,980.7,13.3,79,18.1,8.1,6.4
19650711,8.8,3.3,1,0,6,14.7,979.8,16.8,78,20.4,11.1,10.2
19650712,11.6,4.2,1,0,4,15.1,976.8,19.2,69,25,14.7,14.4
19650713,13.3,1.6,1,0,4.7,18.7,974.6,20.9,73,27.9,15.7,11
19650714,17.6,2.6,1,0,4.7,17.5,975,21.1,68,24.7,15.4,13.8
19650715,7.1,1.5,0,0,6.7,17.3,978,17.9,84,23.2,12.8,12.2
19650716,5.8,2.2,1,0,8,16.3,977.5,15.6,92,18,13.7,13.8
19650717,7.2,3,1,0,8,13.7,978.3,12.1,97,15.2,11.3,11.8
19650718,3.5,1.1,0,0,8,15.3,978.7,14.4,95,16.8,11,11.5
19650719,3.7,1.2,1,0,4.7,16.3,977,17.3,83,22,11.7,10.6
19650720,9.8,2,1,0,5.7,17.5,973.8,16.8,90,21.7,12.4,10.8
19650721,13.7,3.3,1,0,6.7,14.3,972.3,13.4,93,18.1,11.6,11.9
19650722,9.5,2.5,1,0,6.7,14.4,970.6,15.1,84,20.4,10.4,8.3
19650723,15.6,3.9,1,0,7.3,14.7,969.5,14.9,85,21,10.3,8.3
19650724,10.2,3.6,0,0,4.3,12.4,974.2,15.4,71,19.6,12.4,11.9
19650725,13,3.3,0,0,4,12.3,974.4,15.3,70,20.5,11.6,8.6
19650726,13.4,3.1,1,0,5.3,12,977.4,14.3,74,18.9,8.8,6.4
19650727,12.2,4,1,0,7.3,12.4,980.3,13.4,80,16.1,11.6,11.1
19650728,10.8,3.3,1,0,7.3,12,977.5,14.6,74,18.5,10.2,10.4
19650729,17.9,5.5,1,0,7.7,14.9,968.2,15.1,89,17.2,12.5,11.1
19650730,12.9,4.8,1,0,7.7,13.2,966.8,14,82,17.2,12.3,12
19650731,18,4.3,1,0,5.7,13.3,967.6,12.7,87,16.2,10.9,12
19650801,6.9,1,0,0,6,10.1,971.9,12.5,73,18,5.5,4.7
19650802,10,2.1,1,0,5.7,11.3,973.1,13.6,74,18.5,6.4,3.8
19650803,14.1,4.6,1,0,6.3,14.4,973.4,14.9,85,16.8,11.1,11.2
19650804,8.7,2,0,0,1,14.4,980.4,16.4,76,21.7,11,9.1
19650805,6.8,2.6,1,0,3.7,18.3,977.8,21.6,72,27.2,11.7,9.5
19650806,11,2.4,1,0,7,19.7,977,18.6,92,22.1,17.3,15.1
19650807,7,1.5,1,0,6,17.3,974.2,19,78,24.8,16.8,15.6
19650808,15.5,3.6,0,0,5,11.9,979.5,13.2,76,17.5,12.3,12.2
19650809,6,2.3,0,0,4.7,11.5,980.7,14.7,70,19.6,7.9,5.1
19650810,6,2.7,0,0,5,13.3,981.8,16.2,73,21.1,10.4,9.1
19650811,5,1.9,0,0,1.7,13.5,984.2,16.4,73,22.2,10.6,7.4
19650812,8.3,4.2,0,0,1,11.5,982.3,16.4,64,22,9.9,8.8
19650813,9.8,5.2,0,0,3.3,12.3,978.2,17.9,61,23,10.2,8.1
19650814,5.2,1.8,1,0,4.7,14,978.2,16.6,74,22.5,14,13.8
19650815,4,1,1,0,7.7,16.8,979.2,16.7,88,20.8,12.4,9.4
19650816,4.7,1,0,0,5,14.8,976.7,18.1,73,23,13.8,13.6
19650817,5,1,0,0,4.7,17.5,975.4,17.9,84,23.1,12.1,9.9
19650818,6.1,0.6,0,0,4.3,17.1,979.1,18,83,24.2,12.5,9.1
19650819,3.9,0.5,0,0,3.7,16.4,982.4,19.4,76,25.7,11.9,10.6
19650820,7.3,1.1,1,0,3,16.3,979.4,16.7,84,23.1,11.2,11.2
19650821,8.6,2.3,0,0,5.7,14.7,971.2,16.8,77,21.6,12.7,11.8
19650822,8.8,2,1,0,7.7,13.9,962.4,13,91,16.6,11.2,9
19650823,6,1.3,1,0,4.3,12.1,967.1,13.5,80,19.1,9.6,8.3
19650824,8,1.9,1,0,5.3,11.9,972,12.5,83,18.7,7.2,5.5
19650825,15.5,4.4,1,0,6,11.6,976.7,11.5,83,15.4,10,9.7
19650826,8.2,2.3,1,0,6.7,10.7,979.5,12.4,76,15.5,7.6,5
19650827,6.9,2.1,1,0,5.3,14.5,975.5,13,97,15.8,10,9.3
19650828,5,0.8,0,0,3.7,12.1,979.2,13.5,80,19.7,6.3,4.5
19650829,8,2.2,1,0,4.3,13.2,978.2,13.3,83,19.3,11.3,7
19650830,4.8,0.9,0,0,1.3,10.7,979.1,12.1,76,18.2,6.4,2.1
19650831,8.5,1.7,1,0,7.3,12.3,972.4,10.5,95,15.1,8.2,5.1
19650901,8,2.3,1,0,7.7,12,969,11.2,90,13.9,9.2,9.2
19650902,13.5,4,1,0,8,13.6,965.4,12,96,14.3,10.3,10.2
19650903,15.5,5.1,1,0,7,11.2,967.1,10.9,87,14,9,8.1
19650904,18,5.5,1,0,6.7,12.3,968.6,12.7,82,16.5,9.7,9.5
19650905,7,2.7,1,0,6.3,11.7,969.8,10.3,92,12.5,9.3,9.8
19650906,8,3,1,0,8,10.7,969.8,9.6,90,12.2,8.4,7
19650907,13.5,4,1,0,7.7,13.1,972,12,95,13.7,9.2,9.3
19650908,16,4,1,0,7.7,13.9,971.8,15,83,20.2,9.8,7.9
19650909,8.5,2.9,1,0,7.7,12.7,971.5,12.8,85,15.7,10.8,9.6
19650910,6,2,1,0,4.7,10.9,972.7,10.6,84,14.7,9.1,8.9
19650911,10.5,3.2,1,0,6.3,9.7,974.4,10.5,79,14.6,6.1,2.6
19650912,7.5,2.8,1,0,7.3,11.5,974.2,10.5,89,13.1,8.6,8.3
19650913,8.5,3,1,0,8,12.5,971.4,11.2,97,12.5,8.6,8.8
19650914,2.5,0.8,0,0,4.7,12.1,979.4,12.4,83,17.1,9.1,8.9
19650915,4.5,1,0,0,3,12.5,983.6,13.8,82,20.5,6.1,4.3
19650916,7.5,2.2,0,0,1.3,15.7,981.6,16.4,86,22.2,9.4,5.4
19650917,7,2.7,1,0,5.7,16.1,977.2,19.7,71,23.5,13.7,10.2
19650918,10,4,1,0,6,13.5,977,12.8,86,19.7,10.5,14.2
19650919,6,1.4,0,0,3.7,11.5,988.6,10.6,89,14.7,7.7,6.3
19650920,7,2.9,0,0,2.3,9.9,993.2,11.5,74,17,6.8,2.3
19650921,8,3.6,0,0,2.3,9.6,990.3,11,73,17.5,4.9,2.1
19650922,5.5,2.5,0,0,1.3,11.6,981.6,12.4,80,20,6.4,3.4
19650923,6.5,1.7,0,0,0,13.3,973.5,15.4,77,21.6,9.1,3.6
19650924,9,3.4,0,0,0.3,13.2,969.8,16.2,71,21.8,11.6,6.8
19650925,7,3.7,0,0,4.3,12.7,961.5,16.2,72,23.3,9.6,7.1
19650926,9,3.1,1,0,6.7,12.5,961.5,11.6,90,15.6,10.4,11
19650927,7,1.7,1,0,5.7,11.2,963,11,85,16.8,5.5,3
19650928,8,2.9,1,0,7.3,10.7,965.1,9.8,87,13.2,7.5,8
19650929,8.5,4.1,1,0,7,10.5,967,10.4,83,16,6.7,7.2
19650930,8.5,3.6,1,0,8,15.2,966.4,14.4,92,17.7,9.1,8.9
19651001,9.8,2.6,1,0,7,13.6,975.5,13.6,87,16.7,12.1,11.7
19651002,8.8,2.3,1,0,4.7,11.7,978.2,10.4,90,14.8,8.3,6.9
19651003,6.6,2.5,0,0,1,11.1,979.8,11.4,84,17.9,3.2,1.7
19651004,7.5,3.9,0,0,2.3,13.6,978.7,14.4,83,20.4,8.8,7.7
19651005,7.2,3.8,0,0,2.7,13.6,978.3,12.8,91,17.3,9.2,7.9
19651006,5.4,2.6,0,0,2.7,12.7,977.8,11.3,95,15.6,7.7,6.8
19651007,4.5,2.3,0,0,8,13.1,978.3,10.8,100,13.5,8.9,8.5
19651008,7.4,2.8,1,0,7,11.9,980.2,9.8,99,11.4,7.5,8.5
19651009,12,5.1,0,0,5,9.3,978.3,8.9,80,11.2,8,7.6
19651010,11.5,5.1,0,0,0,7.6,976.4,7.8,73,12.7,2.5,1
19651011,9.5,3.9,0,0,0,8.1,978.2,8.9,73,14.5,3.2,1.7
19651012,9.5,4.3,0,0,0,9.2,983.4,9.2,80,14.6,4.3,3.2
19651013,6.2,1.9,0,0,0.7,9.7,984,10,80,16.5,4.1,1.5
19651014,4.3,1.4,0,0,3,10,980.4,8.8,91,14.6,1.4,-0.2
19651015,8.1,3.1,1,0,6,11.9,978.7,13,79,17.1,8.3,2.8
19651016,7.9,2.3,0,0,4.7,9.1,984.2,8.5,81,13.1,7,7
19651017,11.6,4.8,0,0,0.3,8.5,986.3,7.2,82,12.3,3.6,2
19651018,9.2,4.4,0,0,1.7,7.9,983.8,6.6,81,12.6,0.9,-0.6
19651019,12.2,5.8,0,0,1,7.7,983.6,6.8,80,10.2,2.4,1.2
19651020,13.1,5.4,0,0,0,7.7,983.6,7.1,78,12.3,2.6,0.5
19651021,10.2,4.8,0,0,3,7.2,986.4,7,74,11.8,1.5,-0.6
19651022,11,4.7,0,0,0,6.1,986.7,5,73,10,0.8,-0.8
19651023,8.7,3.5,0,0,0,6.9,987,4.6,81,11.1,-0.6,-2.7
19651024,7.2,3.1,0,0,3.7,6.8,984.2,5.6,78,9.6,-0.3,-1.8
19651025,6.6,3.4,0,0,0.3,7.3,982.4,5.5,81,11.5,-0.2,-3.2
19651026,4.1,2,0,0,3,8.5,981.6,9.2,76,17.7,0.8,-1.3
19651027,5,1.5,1,0,5,12.3,979.9,11.6,89,14,5.3,2.2
19651028,9.6,2.6,0,0,4.7,12.8,976.8,13.1,84,17.8,8.5,4.4
19651029,12.9,3.3,1,0,4.3,10.4,979.4,9,83,12.9,5.9,8.2
